Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP4466,['Borehole'],['Clean'],[36],,2017,['USAID'],['Pay per use'],7,['Motorized Pump'],"(-22.271542970276155, 20.312004109507185)",['Functioning']
WP4467,['Lake'],['Contaminated'],,[13000],2010,['USAID'],['Free'],14,['Motorized Pump'],,['Functioning']
WP4468,['Lake'],['Contaminated'],[41],,2014,['USAID'],['Free'],10,['Solar Pump'],"(-21.061305057942384, 22.791420606361974)",['Functioning']
WP4469,['Borehole'],,[51],[11000],1998,['USAID'],['Free'],26,,"(-20.34606097598716, 24.30547286130422)",['Functioning']
WP4470,['Lake'],['Contaminated'],[18],[16000],2011,['USAID'],['Free'],13,['Solar Pump'],"(-22.925666885602855, 25.469466268111397)",
WP4471,['River'],,[14],[14000],2016,['World Bank'],['Pay per use'],8,['Motorized Pump'],,['Functioning']
WP4472,['Lake'],['Clean'],[33],[10000],2013,['World Bank'],['Pay per use'],11,['Motorized Pump'],"(-23.293201400699985, 20.69331615498204)",['Functioning']
WP4473,['Well'],,[48],[10000],,['USAID'],['Free'],6,['Motorized Pump'],"(-18.823249682968786, 26.945901753893953)",['Functioning']
,['Well'],['Contaminated'],[35],[11000],2010,,['Free'],14,['Motorized Pump'],"(-23.66739827156166, 21.522456401388972)",['Not Functioning']
,['Lake'],['Contaminated'],[55],,1991,['Red Cross'],['Pay per use'],33,['Motorized Pump'],"(-18.89386864213819, 26.851797460062556)",['Not Functioning']
WP4476,,['Contaminated'],[44],[20000],2020,['USAID'],['Free'],4,['Motorized Pump'],"(-20.543606813671882, 24.130362139306037)",
WP4477,['Lake'],['Contaminated'],[38],[13000],2003,['USAID'],['Pay per use'],,['Motorized Pump'],"(-22.64061128823836, 20.677723878202663)",['Functioning']
WP4478,['Well'],['Contaminated'],[46],[15000],2016,['World Bank'],['Pay per use'],8,['Motorized Pump'],"(-21.761508931691274, 27.052924865779108)",['Functioning']
WP4479,,['Contaminated'],[38],[17000],1993,['Red Cross'],['Pay per use'],,['Motorized Pump'],"(-21.817085833581533, 24.10441209323475)",
,,['Contaminated'],[50],,1996,['USAID'],['Pay per use'],28,['Motorized Pump'],"(-22.552868214226546, 22.136766174142693)",['Not Functioning']
WP4481,,['Contaminated'],[8],[12000],1992,['Red Cross'],['Free'],32,['Motorized Pump'],"(-21.473838823674726, 19.635011972342205)",['Functioning']
WP4482,,['Contaminated'],,[13000],1999,['Red Cross'],['Pay per use'],25,['Solar Pump'],"(-19.55443728714239, 25.310212445673592)",['Functioning']
WP4483,['Lake'],['Clean'],,[15000],1995,['World Bank'],['Pay per use'],29,['Motorized Pump'],"(-18.77149121379118, 26.837152426636187)",['Functioning']
WP4484,['Lake'],['Contaminated'],[36],[13000],2007,['Red Cross'],['Pay per use'],17,['Solar Pump'],,['Functioning']
WP4485,,['Contaminated'],[19],[13000],1996,['World Bank'],['Pay per use'],28,['Motorized Pump'],"(-18.14005687419653, 27.91282971144078)",['Not Functioning']
,['Lake'],['Contaminated'],[43],[16000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],,['Not Functioning']
WP4487,['Borehole'],,[45],[18000],,['World Bank'],,25,['Motorized Pump'],"(-20.21668289956076, 24.848924406536085)",['Functioning']
WP4488,['Lake'],['Clean'],[15],[9000],2000,['USAID'],['Free'],24,['Motorized Pump'],"(-21.088862700158515, 19.520700581045144)",['Functioning']
WP4489,['Lake'],['Clean'],[14],,2007,['World Bank'],['Free'],17,['Motorized Pump'],"(-19.836749381473673, 28.130933782718333)",['Not Functioning']
WP4490,['Borehole'],['Contaminated'],,[12000],1996,['Oxfam'],['Pay per use'],28,['Motorized Pump'],"(-20.219707764128284, 26.593197579680957)",['Not Functioning']
WP4491,['Borehole'],['Clean'],[29],[10000],2005,['USAID'],['Pay per use'],19,['Motorized Pump'],"(-17.566695162070037, 24.506072211242852)",['Functioning']
WP4492,,['Contaminated'],[59],[17000],1994,['World Bank'],['Pay per use'],30,,"(-23.178001344985812, 21.82909838547501)",['Functioning']
WP4493,['Well'],['Clean'],[29],[14000],2011,['Red Cross'],['Pay per use'],13,['Motorized Pump'],"(-22.723699162723268, 26.915615648226886)",['Not Functioning']
WP4494,['Lake'],['Contaminated'],[15],[17000],2007,['World Bank'],['Free'],17,['Motorized Pump'],"(-19.326204739493303, 26.57422891444476)",['Functioning']
WP4495,['Lake'],['Clean'],[21],[18000],1995,['Red Cross'],,29,['Motorized Pump'],,['Not Functioning']
WP4496,['Lake'],['Contaminated'],[43],[11000],,['Oxfam'],['Free'],23,['Motorized Pump'],"(-18.302425331389866, 25.068999932854755)",['Functioning']
WP4497,['Lake'],['Contaminated'],[34],[13000],2019,['USAID'],['Pay per use'],5,['Motorized Pump'],"(-23.931298219142086, 19.00736357795302)",['Functioning']
WP4498,['Well'],['Contaminated'],[17],,1997,['USAID'],['Pay per use'],27,['Motorized Pump'],"(-17.79531249169883, 27.42926996594405)",
WP4499,,['Contaminated'],[46],[7000],1997,['Red Cross'],['Free'],27,['Motorized Pump'],"(-18.879821073973243, 24.355751617294704)",['Not Functioning']
WP4500,,['Clean'],[39],[11000],2018,['UNICEF'],['Pay per use'],6,,"(-23.010135393641193, 26.17820285038731)",['Functioning']
WP4501,['Borehole'],['Contaminated'],[27],[16000],,['USAID'],['Free'],24,,"(-18.57369320142808, 24.17579912530106)",['Not Functioning']
WP4502,['Well'],['Contaminated'],,[15000],2007,['Oxfam'],,17,['Motorized Pump'],"(-19.10794858570155, 27.86435967010414)",['Functioning']
WP4503,['Lake'],['Clean'],[43],,1999,,['Pay per use'],25,['Motorized Pump'],"(-21.77983126188138, 21.916445693921464)",['Functioning']
WP4504,['Lake'],['Clean'],[41],[14000],2018,['Oxfam'],['Pay per use'],6,['Motorized Pump'],"(-20.935501587095004, 26.551683747051058)",['Not Functioning']
WP4505,['Borehole'],['Contaminated'],,[12000],2004,['World Bank'],['Pay per use'],20,['Motorized Pump'],"(-19.112912735304945, 24.375285857733086)",
WP4506,['River'],,[46],[12000],2002,['Oxfam'],['Pay per use'],22,['Motorized Pump'],"(-23.910662409999976, 22.398201712232545)",['Not Functioning']
WP4507,['Lake'],['Contaminated'],[38],[14000],,['World Bank'],,31,['Motorized Pump'],"(-18.3953612791925, 23.152731353590923)",['Functioning']
WP4508,['Lake'],['Clean'],[18],,2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-18.611456212816314, 21.83907259898445)",
WP4509,['Lake'],['Contaminated'],[28],[8000],2020,['USAID'],['Pay per use'],4,['Hand Pump'],"(-18.140200713872158, 26.497203513428452)",['Functioning']
WP4510,['Well'],['Clean'],,[10000],1993,,['Free'],31,['Hand Pump'],"(-19.377264778294414, 24.05490889287136)",['Not Functioning']
WP4511,['Lake'],,,,,['USAID'],['Pay per use'],,['Motorized Pump'],"(-19.47058076411012, 28.533483188546576)",['Functioning']
WP4512,['Lake'],,,[15000],2007,['Oxfam'],['Free'],17,,"(-17.738852606237366, 26.276212819118538)",['Functioning']
WP4513,['Well'],['Clean'],[26],[19000],2017,['USAID'],['Free'],7,['Motorized Pump'],"(-23.99653639733298, 23.635148791965555)",['Functioning']
WP4514,['Borehole'],['Contaminated'],[29],[11000],2010,,['Pay per use'],14,['Motorized Pump'],,['Functioning']
WP4515,['River'],['Contaminated'],[19],[9000],2018,['USAID'],,6,['Solar Pump'],"(-18.530864373666695, 28.520307773042344)",['Functioning']
WP4516,['Borehole'],['Clean'],[37],[13000],2001,['World Bank'],['Pay per use'],,['Motorized Pump'],"(-23.085598964316958, 22.855103309178915)",['Functioning']
WP4517,['Lake'],['Contaminated'],[14],,2003,['World Bank'],,21,['Motorized Pump'],"(-18.403455772112128, 26.36999194424364)",['Not Functioning']
WP4518,['Lake'],['Contaminated'],[18],[12000],1994,['Red Cross'],['Pay per use'],30,['Motorized Pump'],"(-20.61484883716226, 26.34347473208921)",['Functioning']
WP4519,['River'],['Contaminated'],[16],[11000],1996,['Oxfam'],['Pay per use'],28,,"(-18.978725487837156, 22.113023615645734)",
WP4520,['Lake'],['Clean'],[37],[15000],2008,,['Pay per use'],16,['Motorized Pump'],"(-20.228185654563923, 25.47469953392127)",['Functioning']
WP4521,['Lake'],['Contaminated'],[49],[14000],2014,['Oxfam'],['Pay per use'],10,['Motorized Pump'],"(-19.769736879751147, 26.760811619563867)",['Functioning']
WP4522,['Lake'],['Clean'],[41],,,['USAID'],['Pay per use'],29,['Solar Pump'],"(-22.302256825676295, 21.94410448463681)",['Functioning']
WP4523,['Lake'],['Contaminated'],[52],[10000],2000,['Red Cross'],,24,['Motorized Pump'],"(-18.44149552791547, 26.373894706277206)",['Not Functioning']
WP4524,['Well'],['Clean'],[48],[9000],,['USAID'],['Free'],19,['Solar Pump'],"(-21.79517871900463, 26.83424431440301)",['Functioning']
WP4525,['Lake'],['Contaminated'],,[16000],2011,['Oxfam'],['Free'],13,['Motorized Pump'],"(-23.302012736304047, 20.982734748755014)",['Functioning']
,['Lake'],['Contaminated'],[22],[14000],2019,['Red Cross'],['Free'],5,,"(-20.631732587092774, 26.981957889306816)",['Functioning']
,,['Contaminated'],[57],[10000],,['World Bank'],['Pay per use'],,['Solar Pump'],"(-21.40687429772371, 25.29326380406404)",['Functioning']
WP4528,['Lake'],['Contaminated'],[46],,2015,['USAID'],['Free'],9,['Solar Pump'],"(-21.991559693767776, 21.26992891449022)",['Functioning']
WP4529,,['Contaminated'],,,2007,['World Bank'],['Pay per use'],17,['Motorized Pump'],,['Functioning']
,['Lake'],['Contaminated'],[32],[13000],2015,,['Free'],9,['Motorized Pump'],"(-18.142357133692236, 24.59522321741348)",['Functioning']
WP4531,['Lake'],['Contaminated'],[67],[15000],2009,['USAID'],['Pay per use'],15,['Motorized Pump'],"(-23.895917024820886, 19.540521403771635)",['Functioning']
WP4532,['Well'],['Contaminated'],[20],[12000],2010,['USAID'],['Pay per use'],14,,"(-20.95575731717272, 26.773889636433957)",
WP4533,['Borehole'],['Contaminated'],[45],[8000],1995,['World Bank'],['Pay per use'],29,['Motorized Pump'],,['Functioning']
WP4534,['River'],['Clean'],[22],[15000],2004,['Red Cross'],['Pay per use'],20,['Motorized Pump'],"(-19.5469012772906, 26.58361025897578)",['Functioning']
WP4535,['Lake'],['Clean'],[36],[16000],2007,['USAID'],,17,['Motorized Pump'],"(-18.145945017872414, 26.426695374370837)",
WP4536,['Lake'],['Contaminated'],[32],[15000],1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-21.21520146775195, 24.190581423762836)",['Functioning']
WP4537,['Lake'],['Contaminated'],[38],,2009,['USAID'],['Pay per use'],15,,"(-23.085626967431526, 20.26507315337883)",['Not Functioning']
WP4538,['Lake'],['Contaminated'],[72],[15000],1998,,['Pay per use'],,['Motorized Pump'],"(-20.957523342197042, 24.431637079132805)",['Not Functioning']
WP4539,['Well'],['Contaminated'],[16],[13000],2016,['USAID'],['Pay per use'],8,['Motorized Pump'],"(-22.846763038660185, 21.374929861158744)",['Functioning']
WP4540,['Lake'],['Contaminated'],[62],[15000],2019,['World Bank'],['Pay per use'],5,['Motorized Pump'],"(-21.235229685191165, 22.908293351262657)",['Functioning']
WP4541,['Borehole'],['Contaminated'],[40],[12000],1993,['USAID'],['Pay per use'],31,['Solar Pump'],"(-23.77868288733828, 28.34859538236799)",['Not Functioning']
WP4542,['Well'],['Clean'],[57],[13000],2013,['UNICEF'],['Free'],11,['Motorized Pump'],"(-20.44848220340041, 25.986197326307757)",['Functioning']
WP4543,,['Contaminated'],[38],[13000],2003,['Red Cross'],['Pay per use'],21,['Solar Pump'],"(-22.748058015727917, 23.65346596540116)",['Not Functioning']
WP4544,['Well'],['Contaminated'],[51],,1992,['USAID'],['Pay per use'],,,"(-17.746605056981586, 25.18162948326326)",['Not Functioning']
WP4545,,['Contaminated'],[11],[16000],2014,['Red Cross'],['Free'],10,,"(-22.94598521420794, 26.73799080377326)",['Functioning']
WP4546,['Well'],['Contaminated'],[41],,2005,['USAID'],['Free'],19,['Hand Pump'],"(-18.223940865654647, 26.40579971935909)",['Not Functioning']
WP4547,['Well'],['Contaminated'],[19],[10000],1993,['World Bank'],['Pay per use'],31,['Motorized Pump'],"(-19.091835435829623, 26.65848048773623)",['Functioning']
WP4548,['Lake'],['Contaminated'],[37],[12000],2016,['USAID'],['Free'],8,['Motorized Pump'],"(-19.22175616554727, 24.421726210513366)",['Functioning']
WP4549,['Well'],,,[16000],2004,['Red Cross'],['Pay per use'],20,['Motorized Pump'],"(-23.96425654333869, 26.33708985825175)",['Not Functioning']
WP4550,['Lake'],,[48],[12000],1993,['World Bank'],['Pay per use'],31,['Motorized Pump'],"(-20.78677149691364, 19.211956287043446)",['Functioning']
WP4551,['Lake'],['Contaminated'],[35],[13000],2015,,['Pay per use'],9,['Motorized Pump'],"(-21.779991998553527, 21.80129394582614)",['Not Functioning']
WP4552,['River'],['Contaminated'],[42],,2005,['USAID'],['Pay per use'],19,,"(-22.234093606605242, 22.597824876300002)",['Not Functioning']
WP4553,['Borehole'],['Clean'],[21],,2005,,['Pay per use'],19,['Motorized Pump'],"(-21.38220584495958, 26.966649322747532)",['Not Functioning']
,['Well'],['Contaminated'],[33],[12000],2019,['Red Cross'],['Pay per use'],5,['Hand Pump'],"(-22.338113860390177, 25.01663505711753)",['Not Functioning']
WP4555,,['Contaminated'],[33],[17000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-22.155128294614926, 23.359793300204025)",['Functioning']
WP4556,,['Contaminated'],,[15000],,['World Bank'],['Pay per use'],9,['Motorized Pump'],"(-20.68283714776646, 26.916630963497624)",['Not Functioning']
,['Lake'],['Contaminated'],[22],[16000],2001,['USAID'],['Pay per use'],23,['Motorized Pump'],"(-23.74016665117219, 19.36192454068969)",['Functioning']
WP4558,['Lake'],['Contaminated'],[10],[11000],2010,['USAID'],['Pay per use'],14,['Motorized Pump'],"(-19.785488401219908, 28.577836011214664)",['Functioning']
WP4559,['Lake'],['Contaminated'],[34],,2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-19.10522410956269, 26.619125147060394)",['Not Functioning']
WP4560,['Well'],['Contaminated'],[16],[16000],2000,['USAID'],['Free'],,['Motorized Pump'],"(-19.425931662092502, 25.392772425662677)",['Functioning']
WP4561,['River'],['Contaminated'],[42],[17000],2013,['USAID'],['Pay per use'],11,['Motorized Pump'],"(-20.887743825137747, 28.627675066009378)",['Functioning']
WP4562,['Well'],['Contaminated'],[32],[11000],,['Red Cross'],['Pay per use'],31,['Motorized Pump'],"(-17.72914468158057, 24.531930640411524)",['Functioning']
WP4563,['Lake'],,[49],[14000],2000,,['Pay per use'],24,['Motorized Pump'],"(-20.94385079033459, 25.46224137437229)",['Functioning']
WP4564,['River'],['Contaminated'],[33],[18000],1999,['World Bank'],['Free'],25,,"(-18.340755153411116, 25.726032694369565)",['Functioning']
WP4565,['Lake'],['Contaminated'],[21],[13000],1994,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-20.54610821992204, 21.82177326053059)",['Functioning']
WP4566,['Lake'],['Clean'],[28],,2011,['USAID'],['Pay per use'],13,['Motorized Pump'],"(-17.87497113042918, 23.647613210153185)",['Functioning']
WP4567,['Lake'],,[50],[15000],1997,['USAID'],['Free'],27,['Motorized Pump'],"(-18.22730959294298, 28.86706478250848)",
WP4568,['Borehole'],,[47],[16000],1994,['World Bank'],['Free'],30,['Motorized Pump'],"(-22.730247204134063, 22.48863520789541)",['Functioning']
WP4569,['Lake'],['Clean'],[31],[12000],1996,['UNICEF'],,28,['Motorized Pump'],"(-18.777611164526125, 26.601745386386483)",['Functioning']
WP4570,['Lake'],['Clean'],[13],[14000],2006,,['Free'],18,['Motorized Pump'],"(-23.013590914340497, 24.612527527367604)",['Not Functioning']
WP4571,['Lake'],['Contaminated'],[23],[14000],2020,['USAID'],['Free'],4,['Motorized Pump'],"(-19.829463195739933, 27.76744523822689)",['Not Functioning']
WP4572,['Well'],['Contaminated'],[48],[17000],1990,['World Bank'],['Pay per use'],34,['Solar Pump'],"(-22.939246268391987, 22.1584985056954)",['Functioning']
WP4573,['River'],['Contaminated'],[53],[10000],,['USAID'],['Free'],,,"(-18.19641692990351, 25.15686192753043)",['Not Functioning']
WP4574,['Well'],['Contaminated'],[21],,1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-20.765678356780416, 24.68439955456941)",
WP4575,['Well'],['Contaminated'],[49],[12000],1994,['Oxfam'],['Free'],30,['Motorized Pump'],"(-18.608161881701047, 19.180835784182396)",['Functioning']
,['Lake'],['Contaminated'],[30],[17000],,['World Bank'],['Pay per use'],20,,"(-18.63681700112057, 26.07003140592671)",['Functioning']
WP4577,['Lake'],['Contaminated'],[57],[14000],,['World Bank'],,,['Motorized Pump'],"(-20.04676632179973, 24.92911714776072)",['Functioning']
WP4578,['Lake'],['Contaminated'],[19],[9000],2019,['Oxfam'],['Pay per use'],5,['Motorized Pump'],"(-19.93173477836331, 25.249738556743672)",['Not Functioning']
WP4579,['Borehole'],['Contaminated'],[51],[14000],1991,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-19.375271746020708, 26.356486944802285)",['Functioning']
WP4580,['Lake'],['Contaminated'],[65],[17000],1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-23.753023524887922, 21.44458058994948)",['Not Functioning']
WP4581,['Borehole'],['Contaminated'],[30],[11000],2003,['Oxfam'],['Free'],21,['Motorized Pump'],"(-20.712857131431495, 23.886242296497933)",['Not Functioning']
WP4582,['Well'],['Contaminated'],[33],[8000],2014,['Red Cross'],['Pay per use'],,['Motorized Pump'],,
WP4583,['River'],['Contaminated'],,[10000],2000,['Red Cross'],['Free'],24,['Motorized Pump'],"(-23.207689004118446, 22.959139537150826)",['Functioning']
WP4584,['River'],['Contaminated'],[39],[11000],,['USAID'],['Free'],23,['Motorized Pump'],"(-18.792141291380698, 25.659783313386868)",['Functioning']
WP4585,['Borehole'],['Contaminated'],[46],[13000],2001,['UNICEF'],['Pay per use'],23,['Motorized Pump'],"(-23.16197174251405, 19.30819178409958)",['Not Functioning']
WP4586,['River'],['Contaminated'],,[12000],1992,['World Bank'],,32,['Motorized Pump'],"(-22.539559841138793, 23.62997631758061)",['Not Functioning']
WP4587,['River'],['Contaminated'],[30],[8000],2015,['USAID'],['Pay per use'],9,['Solar Pump'],"(-17.802465145177628, 27.4401503672169)",['Not Functioning']
WP4588,,['Clean'],[22],[10000],2019,['Red Cross'],['Pay per use'],5,['Motorized Pump'],"(-19.185267333744168, 24.27224534078448)",['Functioning']
WP4589,['Lake'],['Contaminated'],[4],,2010,['Oxfam'],,14,['Motorized Pump'],"(-19.0250576014895, 25.76980053976913)",['Not Functioning']
WP4590,['Lake'],['Contaminated'],[35],[17000],2015,['World Bank'],['Pay per use'],9,['Solar Pump'],"(-22.284585986500595, 22.44778238734245)",['Functioning']
WP4591,,['Clean'],[13],[13000],1993,['Oxfam'],['Free'],31,['Solar Pump'],"(-17.760948332123572, 28.856268432725773)",['Functioning']
WP4592,['River'],['Clean'],[29],[15000],2012,['USAID'],['Pay per use'],12,['Solar Pump'],"(-22.050593319624994, 20.1176671480644)",['Functioning']
WP4593,['Lake'],['Contaminated'],[46],[18000],2010,['USAID'],['Pay per use'],14,['Hand Pump'],"(-22.603499561353658, 21.452797910070228)",['Not Functioning']
WP4594,['Lake'],['Clean'],[24],[13000],,['USAID'],['Free'],27,['Solar Pump'],"(-21.07735478677427, 22.284236392294297)",
WP4595,['River'],['Contaminated'],[31],[13000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-23.28524463769754, 25.626089315364023)",['Functioning']
WP4596,['Lake'],['Contaminated'],[38],[14000],1991,['USAID'],['Free'],33,['Motorized Pump'],"(-21.60419253099149, 19.79587727305564)",['Not Functioning']
WP4597,['Lake'],['Contaminated'],[8],[12000],2016,['USAID'],['Pay per use'],,['Hand Pump'],"(-23.80637333905774, 26.77552926707864)",['Functioning']
WP4598,,['Contaminated'],[15],[14000],2009,['UNICEF'],,,['Motorized Pump'],"(-19.396342414529105, 28.73957777556585)",['Functioning']
WP4599,['Well'],['Clean'],[33],[12000],,['USAID'],['Free'],22,['Motorized Pump'],"(-19.51846988234327, 20.964256240940703)",['Not Functioning']
,['Lake'],['Contaminated'],[40],[5000],2008,['World Bank'],['Free'],16,['Motorized Pump'],"(-22.30112489319219, 23.62098305737596)",['Functioning']
WP4601,['Lake'],,[36],[14000],2018,,,6,['Solar Pump'],"(-18.466249157643293, 25.61757920479791)",['Functioning']
WP4602,['Borehole'],['Contaminated'],[38],[12000],1997,['Red Cross'],['Free'],27,['Motorized Pump'],"(-20.70243564776561, 21.16457161895553)",['Not Functioning']
WP4603,['Lake'],['Contaminated'],[27],[16000],,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-19.23451990653217, 26.072771633794645)",['Not Functioning']
WP4604,['Lake'],['Contaminated'],[44],[12000],2016,['Red Cross'],['Pay per use'],8,['Motorized Pump'],"(-23.211614396971182, 27.42326266368166)",['Functioning']
WP4605,['Lake'],['Contaminated'],[35],[16000],2016,['World Bank'],['Free'],8,['Motorized Pump'],,['Functioning']
WP4606,['Lake'],['Clean'],[45],[15000],2008,['UNICEF'],['Pay per use'],16,['Motorized Pump'],"(-22.608256498699372, 24.148758361084447)",['Functioning']
WP4607,['Lake'],['Contaminated'],[33],[15000],1996,['World Bank'],['Pay per use'],28,['Motorized Pump'],,['Functioning']
WP4608,['Lake'],['Contaminated'],[21],,,['USAID'],['Free'],9,['Motorized Pump'],"(-23.469402237631794, 25.688096268990765)",['Functioning']
WP4609,,['Contaminated'],[15],[18000],,['Red Cross'],['Pay per use'],22,['Motorized Pump'],"(-21.17589966110067, 20.92981304642828)",['Not Functioning']
WP4610,['River'],['Contaminated'],[52],[17000],2011,['Red Cross'],['Free'],13,['Motorized Pump'],"(-20.689471150822623, 21.943391927671524)",['Functioning']
WP4611,['Lake'],['Contaminated'],[33],,1998,['USAID'],,26,['Motorized Pump'],"(-22.549993320158748, 27.47252328881352)",
WP4612,,['Contaminated'],[33],[16000],2016,['USAID'],['Pay per use'],8,['Motorized Pump'],"(-18.335046309220825, 19.23978792038196)",
WP4613,['Lake'],['Clean'],[16],[10000],2015,['USAID'],['Free'],9,['Motorized Pump'],"(-21.049922755094087, 26.19294329783399)",['Functioning']
WP4614,['Borehole'],['Contaminated'],[23],[10000],2009,['World Bank'],['Pay per use'],15,['Motorized Pump'],"(-18.745386655707588, 28.187669253122397)",['Functioning']
,['Lake'],['Clean'],[45],,,,['Pay per use'],9,['Motorized Pump'],"(-19.93790467573226, 24.32871458192457)",['Not Functioning']
WP4616,,,[52],[12000],1997,['Red Cross'],['Free'],27,['Motorized Pump'],"(-20.010747331619218, 25.94955190263214)",['Not Functioning']
WP4617,,['Contaminated'],[34],[14000],2000,['UNICEF'],['Pay per use'],,['Motorized Pump'],"(-21.68564259564315, 27.65525517908079)",['Functioning']
WP4618,['Well'],['Contaminated'],[14],[9000],,['USAID'],['Free'],28,['Motorized Pump'],"(-20.585687399242737, 20.948251862123616)",['Not Functioning']
WP4619,['Lake'],['Contaminated'],[35],[14000],2018,['USAID'],['Free'],6,['Solar Pump'],"(-23.01009296506515, 28.269692872367948)",['Functioning']
WP4620,['Lake'],,,[14000],2010,['Red Cross'],['Pay per use'],14,['Motorized Pump'],,['Functioning']
WP4621,['Well'],,[41],,1992,['World Bank'],['Free'],32,,"(-20.674265127001718, 23.44353391131819)",['Functioning']
WP4622,['Lake'],['Clean'],,[8000],2018,['World Bank'],,6,['Motorized Pump'],"(-23.146035482739897, 24.471129539044064)",['Not Functioning']
WP4623,['Lake'],,[8],[12000],2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-19.976643206611417, 24.40599667278781)",['Functioning']
WP4624,['Lake'],['Contaminated'],[44],[11000],2009,['USAID'],,15,['Motorized Pump'],"(-18.587132050965113, 27.162687709811603)",['Functioning']
WP4625,,['Contaminated'],[18],[14000],2020,['World Bank'],['Pay per use'],4,['Motorized Pump'],"(-18.29588876220514, 20.740523108546252)",['Not Functioning']
WP4626,['Well'],['Clean'],[9],[14000],2015,['USAID'],['Free'],9,['Motorized Pump'],"(-18.21632868972507, 23.13661045468357)",
WP4627,['Lake'],,[45],[14000],1994,['UNICEF'],['Free'],30,['Motorized Pump'],"(-23.233734789659998, 22.967435022198444)",['Not Functioning']
WP4628,,['Contaminated'],[39],[15000],2017,['Red Cross'],,7,['Motorized Pump'],"(-20.876276088779484, 21.70719013890972)",['Not Functioning']
WP4629,['Lake'],['Contaminated'],,[17000],2009,['Red Cross'],,15,['Motorized Pump'],"(-20.567260372876017, 26.722845341251308)",['Not Functioning']
WP4630,['Lake'],,[40],[18000],1999,['Red Cross'],['Free'],25,['Motorized Pump'],"(-21.179627907847788, 23.0931943790986)",['Functioning']
WP4631,['Borehole'],['Contaminated'],,[10000],2000,['Red Cross'],['Free'],24,['Motorized Pump'],"(-17.814710589487806, 24.21074763603667)",['Functioning']
WP4632,['Well'],['Contaminated'],[44],,2009,['World Bank'],['Pay per use'],15,['Motorized Pump'],"(-23.338105922597858, 21.168796674577102)",['Functioning']
WP4633,['Lake'],['Contaminated'],,[15000],2018,['USAID'],['Free'],,['Motorized Pump'],"(-17.87128284979652, 26.748838321487913)",['Functioning']
WP4634,['Lake'],['Contaminated'],[28],[11000],2008,['USAID'],['Pay per use'],16,['Motorized Pump'],,
WP4635,,['Contaminated'],[47],[14000],,['Red Cross'],['Free'],5,,"(-22.87532544678822, 22.86092031044924)",['Functioning']
,['Borehole'],['Contaminated'],[22],[14000],,['World Bank'],['Free'],,['Motorized Pump'],"(-22.007088517317907, 19.10319884217946)",['Functioning']
,['Lake'],['Contaminated'],[31],[10000],2009,['World Bank'],,15,,"(-22.310464854641626, 20.81256713842191)",['Functioning']
WP4638,['Well'],['Contaminated'],[56],,1998,['Oxfam'],['Free'],26,['Motorized Pump'],"(-23.39301164330986, 26.609966503163804)",['Functioning']
WP4639,,['Clean'],[15],[15000],2012,['USAID'],['Pay per use'],12,,"(-18.912093899139425, 27.85698001015896)",['Not Functioning']
WP4640,['Well'],['Clean'],[12],[15000],1998,['Red Cross'],['Pay per use'],26,['Motorized Pump'],"(-19.336510395435923, 26.849277633063288)",['Functioning']
WP4641,,['Contaminated'],[51],[11000],1990,,,34,['Motorized Pump'],"(-23.207034036370185, 21.773192172545322)",['Not Functioning']
WP4642,['Lake'],,[19],,2009,['Oxfam'],['Pay per use'],15,['Motorized Pump'],"(-18.669179556206668, 21.49540772710909)",['Functioning']
WP4643,,['Clean'],[34],,1995,['World Bank'],['Pay per use'],29,['Motorized Pump'],"(-22.174689831323064, 19.53820842317861)",['Functioning']
WP4644,['Well'],['Clean'],[44],[18000],1996,['Red Cross'],['Pay per use'],28,['Motorized Pump'],"(-17.938155761568105, 22.472686856676088)",['Not Functioning']
WP4645,['Borehole'],['Clean'],,[19000],,['Red Cross'],['Free'],19,,"(-17.851640031176743, 27.56727470870168)",['Not Functioning']
WP4646,['Lake'],['Clean'],,,2012,['USAID'],['Free'],12,['Motorized Pump'],"(-18.905903523257095, 27.73313872682965)",['Not Functioning']
WP4647,['Borehole'],['Clean'],,[11000],1997,['USAID'],['Pay per use'],27,['Motorized Pump'],,['Functioning']
WP4648,['Lake'],['Contaminated'],[38],[18000],2015,['World Bank'],['Pay per use'],9,['Solar Pump'],"(-22.079770632552595, 23.397520646017227)",['Functioning']
WP4649,['Lake'],['Contaminated'],[8],[13000],1998,['USAID'],['Pay per use'],26,['Motorized Pump'],"(-22.52407874559551, 24.875206652259106)",['Not Functioning']
